region,year,milk_production_tons,cows_heads,fodder_sown_area_ha,land_total_ha,cows_dairy_buffaloes_stock_heads,TE,yield_combined,EF_combined,CH4_intensity,yield_cattle_only,EF_cattle_only,CH4_intensity_cattle_only
Agdash district,2012,38208.0,23937.0,12398.0,7946.0,35727.0,0.7810499695275138,1069.4432781929634,60.25924370923951,0.05634636725293132,1596.1899987467102,67.2825333166228,0.04215195770519263
Agdash district,2013,39789.0,24528.0,11534.0,7780.04,36340.0,0.7858825762784909,1094.9091909741333,60.59878921298844,0.055345949885646784,1622.1868884540118,67.62915851272015,0.041690115358516175
Agdash district,2014,42691.0,24755.0,12872.0,8168.2,36886.0,0.8034059302711394,1157.376782519113,61.43169043358817,0.05307838498356406,1724.5404968693194,72.33690163603313,0.041945609144784624
Agdash district,2015,43761.0,24864.0,12301.0,9133.0,37077.0,0.8066852398469074,1180.2734849097824,61.7369797987971,0.05230735129453166,1760.0144787644788,74.40084240084241,0.04227285814891217
Agdash district,2016,55998.0,24275.0,8808.0,9118.0,35733.0,0.8680784306683516,1567.1228276383176,66.89497103517758,0.04268648880317155,2306.8177136972195,99.69480653229365,0.04321746184812723
Agdash district,2017,53344.0,23862.0,7742.0,9096.0,34334.0,0.8620080667165702,1553.678569348168,66.71571425797558,0.04294048690261948,2235.52091191015,99.89851168025672,0.04468690547604765
Agdash district,2018,52656.0,22314.0,7235.0,9075.0,31727.0,0.8721508860155593,1659.6589655498472,68.56197617744566,0.04131088229606917,2359.7741328314064,99.54350247762456,0.042183487433259545
Agdash district,2019,58027.0,23285.0,8997.0,11075.0,32134.0,0.8789895992794395,1805.78203771706,77.06368219444713,0.04267607085729684,2492.0334979600602,99.16561857725696,0.039793052002885354
Agdash district,2020,59319.0,24291.0,9449.0,10925.0,32509.0,0.875698522675898,1824.6946999292504,78.16405526861094,0.042836785392998414,2442.0155613190072,99.30852696765999,0.04066662331751089
Agdash district,2021,60772.0,24476.0,9931.0,11075.0,31997.0,0.878330929081534,1899.3030596618432,82.50490528941633,0.04343956846155226,2482.922046085962,99.19165129689725,0.03994956323870956
Agdash district,2022,63608.0,26116.0,10572.0,11167.0,32866.0,0.8747881160820865,1935.373942676322,84.60357484662237,0.043714329815574944,2435.595037524889,99.32687132135746,0.0407813572416767
Agdash district,2023,61865.0,24920.0,10346.5,11192.0,31196.0,0.8781542055823265,1983.1068085652007,87.38075977106622,0.04406255850348634,2482.5441412520063,99.19273102499427,0.03995607948182102
Agdash district,2024,59824.0,23996.0,10109.8,11256.0,29982.0,0.8789626179024637,1995.3305316523247,88.09195820522616,0.04414905541102385,2493.082180363394,99.16262234181887,0.039775111756390175
Aghdam district,2005,21941.0,13499.0,3795.0,2219.0,13991.0,0.8135388293062411,1568.222428704167,66.90963238272222,0.0426659070537654,1625.379657752426,67.67172877003235,0.04163441350287893
Aghdam district,2008,25649.0,13901.0,6447.0,3575.0,14347.0,0.8422938954376523,1787.7605074231546,76.015156795529,0.04251976508033275,1845.1190561830085,79.35238145064777,0.04300664566047232
Aghdam district,2009,26726.0,14515.0,6813.0,11957.0,14856.0,0.8196773144487448,1799.0037695207325,76.6693102266608,0.04261764845945045,1841.2676541508783,79.12829987786928,0.04297490356683652
Aghdam district,2010,26856.0,14528.0,7325.0,14411.0,14930.0,0.8170921064913422,1798.7943737441394,76.65712719965902,0.0426158366506892,1848.568281938326,79.5530636764117,0.043034960868741035
Aghdam district,2011,27100.0,14904.0,8069.0,13111.0,15200.0,0.8153117278781685,1782.8947368421052,75.73205741626793,0.0424770211338477,1818.3038110574344,77.79222173425073,0.042782851392150295
Aghdam district,2012,27605.0,16527.0,7645.0,11612.0,16850.0,0.7905239770202405,1638.2789317507418,67.8437190900099,0.041411580027772746,1670.2970896109396,69.18092157736376,0.041418333305889905
Aghdam district,2013,31362.0,17389.0,8287.0,11742.0,17757.0,0.8120238158142081,1766.1767190403784,74.75937274416748,0.04232836495817173,1803.5539709011443,76.93404921606658,0.04265691543326899
Aghdam district,2014,32576.0,17879.0,8742.0,11571.0,18135.0,0.8149777314110149,1796.3054866280672,76.51231922199663,0.04259426906590462,1822.0258403713854,78.00877616706242,0.042814308358635464
Aghdam district,2015,33312.0,18295.0,8882.0,10815.0,18400.0,0.8159387047628643,1810.4347826086957,77.33438735177866,0.04271592000698629,1820.825362120798,77.93893015975551,0.04280417649113614
Aghdam district,2016,34168.0,18596.0,8314.0,7995.0,18691.0,0.8237207711999541,1828.0455834358781,78.359015763542,0.04286491347566037,1837.3843837384384,78.90236414478187,0.04294276409612397
Aghdam district,2017,34612.0,18751.0,7561.0,10582.0,18844.0,0.8183405004465129,1836.7650180428784,78.86632832249474,0.04293762541630333,1845.8748866727108,79.3963570427759,0.04301285943918557
Aghdam district,2018,35866.0,19059.0,8185.0,10489.0,19147.0,0.8238499516406405,1873.1916227085183,80.98569441213198,0.04323406822364052,1881.8406002413558,81.48890765040616,0.04330276838535357
Aghdam district,2019,37873.0,19079.0,8409.0,9751.0,19165.0,0.8385120224527097,1976.1544482128882,86.97625880511349,0.0440128851688538,1985.0621101734891,87.49452277373028,0.044076466084017635
Aghdam district,2020,38843.0,19484.0,10002.2,20.0,19577.0,0.8428941699087434,1984.1140113398376,87.43936065977238,0.04406972591294091,1993.584479572983,87.99036972060992,0.044136765019086165
Aghdam district,2021,40211.0,20028.0,10440.1,15.0,20124.0,0.8384809597619072,1998.16139932419,88.25666323340741,0.04416893613461716,2007.7391651687637,88.81391506436444,0.0442357835146873
Aghdam district,2022,41823.0,20612.0,10476.3,16.0,20707.0,0.8414455631709022,2019.7517747621578,89.51283053161646,0.04431872849432566,2029.0607413157384,90.0544431310975,0.044382329861994155
Aghdam district,2023,43727.0,21302.0,11232.0,25013.0,21392.0,0.826294390705686,2044.081899775617,90.92840144149045,0.044483736904803985,2052.7180546427567,91.43086863376038,0.044541367201874446
Aghdam district,2024,45480.0,21870.0,9755.9,25013.0,21931.0,0.8281766939268782,2073.776845561078,92.65610737809908,0.04467988326537139,2079.5610425240056,92.99264247412397,0.04471743823458864
Aghdara district,2024,137.0,2093.0,379.7,1090.0,2219.0,0.1232643450025793,61.73952230734565,46.0,0.745065693430657,65.45628284758719,46.0,0.7027591240875912
Aghjabadi district,2005,47750.0,32948.0,19399.0,11803.0,39179.0,0.7350561378884327,1218.7651548023175,62.2502020640309,0.0510764537521815,1449.2533689450042,65.32337825260005,0.045073815008726
Aghjabadi district,2008,48040.0,33610.0,29854.0,11803.0,39992.0,0.7297852264258761,1201.2402480496098,62.016536640661464,0.05162708853733001,1429.3365069919666,65.05782009322623,0.045516097696364145
Aghjabadi district,2009,48072.0,34187.0,26417.0,14884.0,40093.0,0.7171117213610274,1199.0122964108448,61.98683061881126,0.05169824430021634,1406.1485359932137,64.74864714657619,0.046046804792810786
Aghjabadi district,2010,48342.0,34220.0,27838.0,18900.0,40107.0,0.7116337999603942,1205.3257536090957,62.07101004812128,0.05149729014107815,1412.6826417299824,64.83576855639977,0.045895494600968104
Aghjabadi district,2011,48526.0,34777.0,28663.0,11532.0,40315.0,0.721059522702347,1203.671090164951,62.048947868866016,0.05154975339680447,1395.3474997843402,64.60463333045787,0.046300031598181045
Aghjabadi district,2012,50236.0,36664.0,28043.0,11473.0,42347.0,0.7137941816247413,1186.2941884903298,61.81725584653773,0.05210954959258965,1370.1723761728126,64.2689650156375,0.04690575151949466
Aghjabadi district,2013,57915.0,36705.0,27446.0,14644.0,42461.0,0.7580178931597236,1363.9575139539813,64.18610018605308,0.04705872399205732,1577.8504290968533,67.03800572129138,0.042486920486920494
Aghjabadi district,2014,66545.0,37020.0,29623.0,14821.0,42797.0,0.7990183057608368,1554.8987078533542,66.73198277137806,0.04291725398852907,1797.5418692598596,76.58425421148274,0.04260499047124639
Aghjabadi district,2015,89088.0,37158.0,33025.0,14621.0,42955.0,0.867140600812561,2073.9844022814573,92.6681834054666,0.04468123448928944,2397.5456160180847,99.43558395423405,0.04147390701970444
Aghjabadi district,2016,101287.0,38429.0,29176.0,14155.0,44251.0,0.8833344794194548,2288.920024406228,99.74594278741078,0.04357773173542226,2635.6917952587887,99.44708762743716,0.03773092430849746
Aghjabadi district,2017,101596.0,38680.0,23106.0,14155.0,44551.0,0.882983606963757,2280.4426387735402,99.77016388921845,0.04375035012627043,2626.5770423991726,99.39953239512612,0.03784375283518522
Aghjabadi district,2018,101710.0,38463.0,19821.0,20175.0,44612.0,0.8795574771403665,2279.879852954362,99.77177184870182,0.043761855134345544,2644.359514338455,99.49231050959195,0.03762435098938585
Aghjabadi district,2019,123886.0,38572.0,22071.0,20621.0,42513.0,0.9054050509241826,2914.073342271776,100.89951309011362,0.03462490515473903,3211.8116768640466,102.45293048798634,0.031898797562134616
Aghjabadi district,2020,126642.0,38251.0,23783.9,12278.0,41702.0,0.9129517788966444,3036.832765814589,101.53999703903264,0.03343615038077209,3310.8154035188622,102.9694716705332,0.031100940137312783
Aghjabadi district,2021,127030.0,38467.0,24753.5,12024.0,41658.0,0.9128162513043836,3049.354265687263,101.60532660358572,0.033320276278455276,3302.3110718278003,102.92510124431895,0.03116759717834541
Aghjabadi district,2022,138810.0,42610.0,24966.0,13226.0,45366.0,0.910652681313912,3059.7804523211216,101.65972409906672,0.03322451583803948,3257.685989204412,102.69227472628388,0.0315230734535477
Aghjabadi district,2023,155630.0,46658.0,17506.2,13987.0,49112.0,0.9131572281597242,3168.8792963023293,102.22893545896868,0.03226028065450665,3335.5480303484933,103.0985114626878,0.0309090172063618
Aghjabadi district,2024,167207.0,50276.0,20516.3,14031.0,52696.0,0.9128370288334456,3173.04918779414,102.25069141457813,0.03222474199514739,3325.7816850982576,103.04755661790395,0.03098446211296022
Aghstafa district,2005,10512.0,8326.0,900.0,27737.0,10421.0,0.6324216896930915,1008.7323673351885,59.44976489780252,0.058935121765601214,1262.5510449195292,62.83401393226039,0.049767503805175035
Aghstafa district,2008,11047.0,8833.0,5503.0,6896.0,11068.0,0.7287715149899213,998.102638236357,59.30803517648476,0.059420777888416154,1250.6509679610551,62.67534623948073,0.05011417881174376
Aghstafa district,2009,11072.0,9034.0,6685.0,6280.0,11340.0,0.7267952167801758,976.3668430335097,59.01822457378013,0.06044677263969171,1225.5922072171795,62.3412294295624,0.050866209055876695
Aghstafa district,2010,13644.0,9153.0,7057.0,6249.0,11427.0,0.7930889673098773,1194.0141769493305,61.92018902599107,0.05185883905013192,1490.6588003933136,65.87545067191085,0.04419217238346526
Aghstafa district,2011,13862.0,9276.0,6097.0,8042.0,11543.0,0.7846107571180183,1200.9009789482805,62.01201305264374,0.051637906987928625,1494.394135403191,65.92525513870922,0.044115038714952155
Aghstafa district,2012,14863.0,9369.0,5536.0,8044.0,11627.0,0.800417648556174,1278.3177087812849,63.0442361170838,0.04931812778936509,1586.4019639235778,67.1520261856477,0.04232976743142927
Aghstafa district,2013,16092.0,9415.0,6920.0,8433.0,11665.0,0.8232284799417845,1379.511358765538,64.39348478354052,0.04667847377578922,1709.1874668082846,71.44363443248201,0.041799764987684444
Aghstafa district,2014,16334.0,9476.0,5341.0,8655.0,11734.0,0.8206319104714759,1392.0231805011078,64.56030907334811,0.04637876005061018,1723.723089911355,72.28934341302428,0.041937909769916626
Aghstafa district,2015,16642.0,9601.0,6455.0,8655.0,11796.0,0.8244225382738731,1410.8172261783654,64.81089634904487,0.04593854905259784,1733.361108217894,72.85010084176838,0.04202823087260054
Aghstafa district,2016,16985.0,9606.0,6088.0,7632.0,11840.0,0.8310593403429455,1434.543918918919,65.12725225225225,0.045399273869100185,1768.1657297522381,74.87509700376658,0.0423461985174084
Aghstafa district,2017,17112.0,9642.0,5157.0,6262.0,11881.0,0.8332465275154846,1440.2828044777375,65.20377072636984,0.04527150537634409,1774.7355320472932,75.25734004638797,0.04240481958434273
Aghstafa district,2018,17170.0,9669.0,5487.0,8991.5,11907.0,0.827064860277952,1442.0089023263627,65.2267853643515,0.0452332750922151,1775.7782604198987,75.31800787897592,0.042414083761317306
Aghstafa district,2019,17245.0,9696.0,5362.0,3301.0,11938.0,0.8440547489042634,1444.5468252638632,65.2606243368515,0.045177230115009175,1778.5684818481848,75.48034803480348,0.042438820211391975
Aghstafa district,2020,17317.0,9712.0,5214.0,3318.0,11954.0,0.8441768076526385,1448.636439685461,65.31515252913948,0.04508733229389232,1783.0518945634267,75.74120113823574,0.042478405350496365
Aghstafa district,2021,17370.0,9717.0,5058.0,3869.0,11965.0,0.8422511317807932,1451.7342248223986,65.35645633096532,0.0450195739781232,1787.588761963569,76.00516433242584,0.04251826032344167
Aghstafa district,2022,17621.0,9763.0,4730.5,3869.0,12018.0,0.8434818563174151,1466.217340655683,65.54956454207577,0.04470658116262792,1804.8755505479874,77.01094112279199,0.04266828319515455
Aghstafa district,2023,18077.0,10137.0,4214.6,3869.0,12303.0,0.8381589115737551,1469.316426887751,65.59088569183668,0.04464040862237465,1783.2692117983624,75.75384505008654,0.04248031903926134
Aghstafa district,2024,18154.0,10766.0,4543.0,1139.0,12159.0,0.8380888927846721,1493.0504153302081,65.90733887106944,0.04414274172817745,1686.2344417610998,70.10818570246398,0.041576772461866654
Aghsu district,2005,22724.0,13271.0,1520.0,140.0,17731.0,0.8364642341519475,1281.597202639445,63.08796270185927,0.049226045883940625,1712.3050259965337,71.62501969434378,0.0418295914611704
Aghsu district,2008,23347.0,14015.0,592.0,162.0,18368.0,0.8263888540410667,1271.0692508710802,62.9475900116144,0.04952333633157722,1665.8580092757759,68.92264781240878,0.04137366295844901
Aghsu district,2009,23396.0,14262.0,875.0,162.0,18523.0,0.8236448898222594,1263.0783350429197,62.84104446723893,0.04975229383940275,1640.4431356051045,67.8725751414014,0.04137453695788454
Aghsu district,2010,24177.0,14506.0,941.0,190.0,18654.0,0.827781961948314,1296.0759086522999,63.281012115364,0.04882508168920875,1666.6896456638633,68.97103392953386,0.04138204980691641
Aghsu district,2011,25019.0,14736.0,1027.0,85.4,18719.0,0.8307402923967826,1336.5564399807681,63.820752533076906,0.047750136562878874,1697.814875135722,70.78195637153293,0.04169003193936245
Aghsu district,2012,25545.0,14864.0,790.0,818.0,18764.0,0.8271891159649974,1361.3835003197612,64.15178000426349,0.04712248972401644,1718.5818083961249,71.99021430668363,0.041889314756490326
Aghsu district,2013,26979.0,15010.0,739.0,965.52,18821.0,0.8360722500059719,1433.4519951118432,65.11269326815791,0.04542369991474851,1797.4017321785477,76.57610078129733,0.04260377600086263
Aghsu district,2014,27892.0,15184.0,870.0,2593.53,18840.0,0.82929620061598,1480.4670912951167,65.73956121726822,0.04440460825087241,1836.9336143308747,78.87613756106907,0.042939024549235365
Aghsu district,2015,29419.0,15341.0,1294.0,2901.52,18867.0,0.8407081784833809,1559.2834048868394,66.79044539849119,0.04283406415355156,1917.671598983117,83.57362030447227,0.04358077803769364
Aghsu district,2016,29654.0,15430.0,1038.0,3464.52,18901.0,0.8367250049132259,1568.9116977937674,66.91882263725023,0.04265302039072862,1921.840570317563,83.81617863665822,0.04361245148592556
Aghsu district,2017,30010.0,15534.0,2302.0,3854.22,18368.0,0.8420677800407023,1633.8196864111499,67.784262485482,0.04148821503943131,1931.891335135831,84.4009504079029,0.04368824937142164
Aghsu district,2018,30165.0,15863.0,1282.0,2182.82,18421.0,0.8426215393417369,1637.5332500950003,67.83377666793334,0.04142436598707111,1901.5949063859296,82.63824909881772,0.04345733616623722
Aghsu district,2019,30354.0,16126.0,1066.0,2180.0,18453.0,0.8391275466116842,1644.9357827995448,67.93247710399393,0.04129795084667589,1882.3018727520773,81.51574532375723,0.043306414610624934
Aghsu district,2020,31187.0,16510.0,842.6,3005.0,18622.0,0.833503279089539,1674.7395553646224,69.43939231212349,0.04146280064245883,1888.976377952756,81.9040801717967,0.043358975330630184
Aghsu district,2021,31531.0,16857.0,886.2,3913.0,18895.0,0.8267592884461603,1668.748346123313,69.0908128653564,0.04140277533509591,1870.4989025330724,80.82902705646967,0.043212549842723325
Aghsu district,2022,31120.0,16880.0,980.8,4139.0,18906.0,0.8227497412783065,1646.0382947212524,67.94717726295004,0.04127922022279348,1843.601895734597,79.26411029728564,0.042994157513437714
Aghsu district,2023,31765.0,17012.0,846.4,4133.0,18926.0,0.8249348052607702,1678.3789495931524,69.65113888541977,0.04149905413333715,1867.2113802022102,80.63775302994678,0.04318619406722665
Aghsu district,2024,32260.0,16489.0,959.4,4132.0,18645.0,0.837228559011526,1730.2225797801018,72.66749555084229,0.041998929155159785,1956.455819030869,85.8301567436142,0.043870224877416444
Astara district,2008,18620.0,22049.0,395.0,518.0,22521.0,0.5856973695826486,826.7838905910039,68.25025531725946,0.08254908700322236,844.4827429815412,65.77241598258423,0.07788485499462942
Astara district,2009,19365.0,21793.0,675.0,474.0,22298.0,0.6059685201075011,868.4635393308816,62.415104493676566,0.07186842241156725,888.5880787408801,59.59766897627679,0.06707007487735607
Astara district,2010,21108.0,22027.0,997.0,480.0,22374.0,0.6352281689463436,943.4164655403594,58.57888620720479,0.06209228728444192,958.2784764153084,58.77704635220411,0.06133608110668941
Astara district,2011,21578.0,22011.0,906.0,317.7,22233.0,0.6469338011362902,970.5392884451041,58.94052384593472,0.06072966292829116,980.3280178092772,59.07104023745703,0.06025640312664132
Astara district,2012,29863.0,22035.0,1005.0,413.0,22238.0,0.7657309305594705,1342.8815540965913,63.90508738795455,0.04758802978044179,1355.2530065804401,64.0700400877392,0.04727533514159104
Astara district,2013,29925.0,22067.0,1142.0,596.6,22277.0,0.7631972941925194,1343.3137316514792,63.910849755353055,0.04757700918964077,1356.0973399193365,64.08129786559115,0.04725420217209691
Astara district,2014,30010.0,22084.0,1111.0,630.1,22300.0,0.7633853161519861,1345.7399103139014,63.94319880418535,0.047515272686882146,1358.9023727585582,64.11869830344745,0.04718418305009442
Astara district,2015,30126.0,22095.0,1124.0,635.8,22329.0,0.7644404483804956,1349.1871557167808,63.98916207622374,0.04742793600212441,1363.4758995247794,64.1796786603304,0.04707063665936401
Astara district,2016,30166.0,22080.0,1303.0,597.4,22331.0,0.7657358554927203,1350.8575522815815,64.01143403042109,0.0473857764812482,1366.213768115942,64.21618357487922,0.047003027691219695
Astara district,2017,30186.0,19768.0,1132.0,545.8,20079.0,0.8003622536439365,1503.361721201255,66.04482294935006,0.0439314251639833,1527.0133549170375,66.3601780655605,0.04345749685284569
Astara district,2018,27164.0,19769.0,1332.0,883.9,20015.0,0.7630212275291706,1357.1821134149388,64.09576151219919,0.0472270897756835,1374.0705144418027,64.32094019255737,0.046810509007019094
Astara district,2019,27338.0,19760.0,1336.0,893.0,20005.0,0.7652001025990836,1366.5583604098974,64.22077813879864,0.046994537517984734,1383.502024291498,64.44669365721997,0.04658229082839515
Astara district,2020,27352.0,19602.0,1319.2,569.0,19866.0,0.7724349776213753,1376.824725661935,64.3576630088258,0.046743540996392705,1395.367819610244,64.60490426146993,0.046299551525787276
Astara district,2021,27626.0,19785.0,1349.4,538.0,19993.0,0.7731566199606118,1381.783624268494,64.42378165691325,0.04662363956659185,1396.310336113217,64.61747114817624,0.04627729916262458
Astara district,2022,27896.0,19601.0,1307.8,587.0,19819.0,0.7785378977971419,1407.5382208991373,64.76717627865517,0.04601450626135169,1423.1926942502932,64.97590259000391,0.045655028199980886
Astara district,2023,28175.0,18090.0,1353.3,511.0,18254.0,0.8067186443183748,1543.4973156568424,66.5799642087579,0.04313578231292517,1557.4903261470427,66.76653768196057,0.042868027210884355
Astara district,2024,25966.0,17888.0,1373.6,581.0,18072.0,0.784963756346018,1436.8083222664895,65.15744429688652,0.045348738093404194,1451.587656529517,65.35450208706023,0.045022773370304754
Balakan district,2005,13964.0,13458.0,935.0,37592.0,16976.0,0.5369538712840382,822.5730442978322,68.8397737983035,0.08368834144944144,1037.5984544508842,59.834646059345125,0.05766647569941755
Balakan district,2008,14107.0,13925.0,1769.0,36859.0,17368.0,0.5418909918014817,812.2409028097651,70.28627360663289,0.08653377755724109,1013.0700179533213,59.507600239377616,0.05873986909572079
Balakan district,2009,14115.0,14153.0,2776.0,1611.0,17525.0,0.6433015972597685,805.4208273894436,71.2410841654779,0.08845200141693235,997.3150568784004,59.297534091712,0.059457173219978746
Balakan district,2010,15625.0,14289.0,3416.0,1535.0,17513.0,0.6818834301605939,892.1943698966483,59.092788214469245,0.066233088,1093.4984953460705,60.579979937947606,0.055400149333333336
Balakan district,2011,15656.0,15107.0,3214.0,1535.9,18245.0,0.658817470881502,858.0981090709784,63.86626473006303,0.07442769545222279,1036.3407691798504,59.81787692239801,0.05772027763583717
Balakan district,2012,16420.0,15272.0,2312.0,1536.0,18256.0,0.669714761729325,899.43032427695,58.079754601226995,0.06457393422655298,1075.1702462022001,60.335603282696,0.05611725537961835
Balakan district,2013,18865.0,15485.0,2070.0,1289.7,18341.0,0.7190934016423028,1028.5698707813096,59.7142649437508,0.058055623288276355,1218.2757507265096,62.24367667635346,0.05109161586712607
Balakan district,2014,19996.0,15581.0,2402.0,1192.2,18363.0,0.740325212992963,1088.9288242661873,60.51905099021583,0.05557668200306728,1283.3579359476284,63.111439145968376,0.04917680202707208
Balakan district,2015,20556.0,15648.0,2864.0,1260.77,18443.0,0.7490625664598222,1114.5692132516401,60.860922843355205,0.0546048842187196,1313.6503067484662,63.515337423312886,0.048350262697022764
Balakan district,2016,20654.0,15607.0,3014.0,1432.87,17827.0,0.7502937447668983,1158.5796825040668,61.447729100054225,0.053037119524870086,1323.3805343756007,63.645073791674676,0.0480927988121752
Balakan district,2017,20784.0,15766.0,3085.0,1640.87,17845.0,0.746872933875944,1164.6959932754273,61.52927991033903,0.0528286181678214,1318.2798426994798,63.577064569326396,0.048227290223248655
Balakan district,2018,21065.0,15808.0,2800.0,1556.4,17697.0,0.7506255187640352,1190.314742611742,61.870863234823226,0.05197857425429226,1332.5531376518218,63.76737516869096,0.047853532716195905
Balakan district,2019,21158.0,16300.0,2685.0,1258.0,18104.0,0.7436424117079907,1168.6920017675652,61.58256002356754,0.052693575322179165,1298.0368098159508,63.30715746421268,0.04877146548192961
Balakan district,2020,21690.0,16469.0,3096.0,575.0,18214.0,0.7571791305969267,1190.8422092895576,61.877896123860765,0.051961456892577224,1317.0198554860647,63.560264739814194,0.04826067312125403
Balakan district,2021,21929.0,15682.0,2986.0,637.0,17404.0,0.7771763185166654,1259.9977016777752,62.79996935570367,0.04984133643424992,1398.3548016834588,64.64473068911279,0.04622913341541642
Balakan district,2022,22180.0,12486.0,2968.0,637.0,13739.0,0.8466337084207285,1614.3824150229275,67.52509886697237,0.041827201683198076,1776.3895563030594,75.35357418490527,0.04241950979588491
Balakan district,2023,22312.0,12037.0,2663.0,390.0,13171.0,0.8574756280562253,1694.0247513476577,70.56144007840918,0.04165313406564751,1853.618011132342,79.84686610224534,0.043076224779164896
Balakan district,2024,22373.0,11929.0,2863.0,880.0,12950.0,0.8569327112617567,1727.6447876447876,72.51751491751492,0.041974782916096104,1875.5134546064214,81.12078281346452,0.04325257310963296
Barda district,2005,38000.0,25079.0,15380.0,100.0,32248.0,0.7848016415752713,1178.3676507070206,61.711568676093606,0.052370385964912274,1515.2119303002512,66.20282573733668,0.04369212280701754
Barda district,2008,44100.0,30416.0,27564.0,100.0,36008.0,0.760011860836163,1224.7278382581649,62.32970451010887,0.05089269841269841,1449.894792214624,65.33193056286166,0.04505977324263039
